experiment,model_name,conv_filters,dropout_rate,kernel_sizes,pooling_type,test_macro_f1,type,validation_macro_f1,backend,search,beam_width,max_caption_length,model_input_length,bleu4,meteor,num_predictions,batch_size,execution_time_seconds,seconds_per_image
init_lstm_layers3_hidden4_keras_greedy_maxlen10,init_lstm_layers3_hidden4,,,,,,Captioning,,keras,greedy,,10,38,0.1405093265472343,0.22992152195524113,1000,1024,4.803204541000014,0.004803204541000014
init_lstm_layers3_hidden4_keras_greedy_maxlen38,init_lstm_layers3_hidden4,,,,,,Captioning,,keras,greedy,,38,38,0.03628031388552893,0.1775665443019966,1000,1024,18.430129207999926,0.018430129207999926
init_lstm_layers3_hidden4_scratch_greedy_maxlen10,init_lstm_layers3_hidden4,,,,,,Captioning,,scratch,greedy,,10,38,0.1405093265472343,0.22992152195524113,1000,1024,15.58419858399975,0.01558419858399975
init_lstm_layers3_hidden4_scratch_greedy_maxlen20,init_lstm_layers3_hidden4,,,,,,Captioning,,scratch,greedy,,20,38,0.06951778408708645,0.20747352827199894,1000,1024,30.487426083000173,0.030487426083000174
init_lstm_layers3_hidden4_scratch_greedy_maxlen38,init_lstm_layers3_hidden4,,,,,,Captioning,,scratch,greedy,,38,38,0.03628031388552893,0.1775665443019966,1000,1024,58.887307000000874,0.058887307000000874
lstm_layers1_hidden2_keras_greedy_maxlen10,lstm_layers1_hidden2,,,,,,Captioning,,keras,greedy,,10,38,0.0,0.0,1000,1024,,
lstm_layers1_hidden2_keras_greedy_maxlen38,lstm_layers1_hidden2,,,,,,Captioning,,keras,greedy,,38,38,0.0,0.0,1000,1024,,
lstm_layers1_hidden2_scratch_greedy_maxlen10,lstm_layers1_hidden2,,,,,,Captioning,,scratch,greedy,,10,38,0.0,0.0,1000,1024,,
lstm_layers1_hidden2_scratch_greedy_maxlen20,lstm_layers1_hidden2,,,,,,Captioning,,scratch,greedy,,20,38,0.0,0.0,1000,1024,,
lstm_layers1_hidden2_scratch_greedy_maxlen38,lstm_layers1_hidden2,,,,,,Captioning,,scratch,greedy,,38,38,0.0,0.0,1000,1024,,
lstm_layers1_hidden4_keras_greedy_maxlen10,lstm_layers1_hidden4,,,,,,Captioning,,keras,greedy,,10,38,0.1405093265472343,0.22992152195524113,1000,1024,,
lstm_layers1_hidden4_keras_greedy_maxlen38,lstm_layers1_hidden4,,,,,,Captioning,,keras,greedy,,38,38,0.03628031388552893,0.1775665443019966,1000,1024,,
lstm_layers1_hidden4_scratch_greedy_maxlen10,lstm_layers1_hidden4,,,,,,Captioning,,scratch,greedy,,10,38,0.1405093265472343,0.22992152195524113,1000,1024,,
lstm_layers1_hidden4_scratch_greedy_maxlen20,lstm_layers1_hidden4,,,,,,Captioning,,scratch,greedy,,20,38,0.06951778408708645,0.20747352827199894,1000,1024,,
lstm_layers1_hidden4_scratch_greedy_maxlen38,lstm_layers1_hidden4,,,,,,Captioning,,scratch,greedy,,38,38,0.03628031388552893,0.1775665443019966,1000,1024,,
lstm_layers2_hidden2_keras_greedy_maxlen10,lstm_layers2_hidden2,,,,,,Captioning,,keras,greedy,,10,38,0.1405093265472343,0.22992152195524113,1000,1024,,
lstm_layers2_hidden2_keras_greedy_maxlen38,lstm_layers2_hidden2,,,,,,Captioning,,keras,greedy,,38,38,0.03628031388552893,0.1775665443019966,1000,1024,,
lstm_layers2_hidden2_scratch_greedy_maxlen10,lstm_layers2_hidden2,,,,,,Captioning,,scratch,greedy,,10,38,0.1405093265472343,0.22992152195524113,1000,1024,,
lstm_layers2_hidden2_scratch_greedy_maxlen20,lstm_layers2_hidden2,,,,,,Captioning,,scratch,greedy,,20,38,0.06951778408708645,0.20747352827199894,1000,1024,,
lstm_layers2_hidden2_scratch_greedy_maxlen38,lstm_layers2_hidden2,,,,,,Captioning,,scratch,greedy,,38,38,0.03628031388552893,0.1775665443019966,1000,1024,,
lstm_layers2_hidden4_keras_greedy_maxlen10,lstm_layers2_hidden4,,,,,,Captioning,,keras,greedy,,10,38,0.1405093265472343,0.22992152195524113,1000,1024,,
lstm_layers2_hidden4_keras_greedy_maxlen38,lstm_layers2_hidden4,,,,,,Captioning,,keras,greedy,,38,38,0.03628031388552893,0.1775665443019966,1000,1024,,
lstm_layers2_hidden4_scratch_greedy_maxlen10,lstm_layers2_hidden4,,,,,,Captioning,,scratch,greedy,,10,38,0.1405093265472343,0.22992152195524113,1000,1024,,
lstm_layers2_hidden4_scratch_greedy_maxlen20,lstm_layers2_hidden4,,,,,,Captioning,,scratch,greedy,,20,38,0.06951778408708645,0.20747352827199894,1000,1024,,
lstm_layers2_hidden4_scratch_greedy_maxlen38,lstm_layers2_hidden4,,,,,,Captioning,,scratch,greedy,,38,38,0.03628031388552893,0.1775665443019966,1000,1024,,
lstm_layers3_hidden2_keras_greedy_maxlen10,lstm_layers3_hidden2,,,,,,Captioning,,keras,greedy,,10,38,0.13195148827422135,0.14983011252042086,1000,1024,,
lstm_layers3_hidden2_keras_greedy_maxlen38,lstm_layers3_hidden2,,,,,,Captioning,,keras,greedy,,38,38,0.03406849714556969,0.11024255555364351,1000,1024,,
lstm_layers3_hidden2_scratch_greedy_maxlen10,lstm_layers3_hidden2,,,,,,Captioning,,scratch,greedy,,10,38,0.13195148827422135,0.14983011252042086,1000,1024,,
lstm_layers3_hidden2_scratch_greedy_maxlen20,lstm_layers3_hidden2,,,,,,Captioning,,scratch,greedy,,20,38,0.06528519623708016,0.13259301867683518,1000,1024,,
lstm_layers3_hidden2_scratch_greedy_maxlen38,lstm_layers3_hidden2,,,,,,Captioning,,scratch,greedy,,38,38,0.03406849714556969,0.11024255555364351,1000,1024,,
lstm_layers3_hidden4_keras_greedy_maxlen10,lstm_layers3_hidden4,,,,,,Captioning,,keras,greedy,,10,38,0.1405093265472343,0.22992152195524113,1000,1024,,
lstm_layers3_hidden4_keras_greedy_maxlen38,lstm_layers3_hidden4,,,,,,Captioning,,keras,greedy,,38,38,0.03628031388552893,0.1775665443019966,1000,1024,,
lstm_layers3_hidden4_scratch_greedy_maxlen10,lstm_layers3_hidden4,,,,,,Captioning,,scratch,greedy,,10,38,0.1405093265472343,0.22992152195524113,1000,1024,,
lstm_layers3_hidden4_scratch_greedy_maxlen20,lstm_layers3_hidden4,,,,,,Captioning,,scratch,greedy,,20,38,0.06951778408708645,0.20747352827199894,1000,1024,,
lstm_layers3_hidden4_scratch_greedy_maxlen38,lstm_layers3_hidden4,,,,,,Captioning,,scratch,greedy,,38,38,0.03628031388552893,0.1775665443019966,1000,1024,,
init_lstm_layers1_hidden2_keras_greedy_maxlen20,init_lstm_layers1_hidden2,,,,,,Captioning,,keras,greedy,,20,38,0.0,0.0,50,1024,,
init_lstm_layers1_hidden2_keras_beam3_maxlen20,init_lstm_layers1_hidden2,,,,,,Captioning,,keras,beam,3,20,38,0.0,0.0,50,1024,4.2131146249994345,0.08426229249998869
init_lstm_layers1_hidden2_keras_beam5_maxlen20,init_lstm_layers1_hidden2,,,,,,Captioning,,keras,beam,5,20,38,0.0,0.0,50,1024,9.24975637499847,0.18499512749996938
init_lstm_layers1_hidden4_keras_greedy_maxlen20,init_lstm_layers1_hidden4,,,,,,Captioning,,keras,greedy,,20,38,0.06910227510413736,0.2049037373438333,50,1024,,
init_lstm_layers1_hidden4_keras_beam3_maxlen20,init_lstm_layers1_hidden4,,,,,,Captioning,,keras,beam,3,20,38,0.06910227510413736,0.2049037373438333,50,1024,21.661094208999202,0.43322188417998403
init_lstm_layers1_hidden4_keras_beam5_maxlen20,init_lstm_layers1_hidden4,,,,,,Captioning,,keras,beam,5,20,38,0.06910227510413736,0.2049037373438333,50,1024,27.47536495800159,0.5495072991600318
init_lstm_layers2_hidden2_keras_greedy_maxlen20,init_lstm_layers2_hidden2,,,,,,Captioning,,keras,greedy,,20,38,0.06910227510413736,0.2049037373438333,50,1024,,
init_lstm_layers2_hidden2_keras_beam3_maxlen20,init_lstm_layers2_hidden2,,,,,,Captioning,,keras,beam,3,20,38,0.06910227510413736,0.2049037373438333,50,1024,58.978929875000176,1.1795785975000035
init_lstm_layers2_hidden2_keras_beam5_maxlen20,init_lstm_layers2_hidden2,,,,,,Captioning,,keras,beam,5,20,38,0.06910227510413736,0.2049037373438333,50,1024,96.4572091250011,1.929144182500022
init_lstm_layers2_hidden4_keras_greedy_maxlen20,init_lstm_layers2_hidden4,,,,,,Captioning,,keras,greedy,,20,38,0.06910227510413736,0.2049037373438333,50,1024,,
init_lstm_layers2_hidden4_keras_beam3_maxlen20,init_lstm_layers2_hidden4,,,,,,Captioning,,keras,beam,3,20,38,0.06910227510413736,0.2049037373438333,50,1024,21.607786459000636,0.4321557291800127
init_lstm_layers2_hidden4_keras_beam5_maxlen20,init_lstm_layers2_hidden4,,,,,,Captioning,,keras,beam,5,20,38,0.06910227510413736,0.2049037373438333,50,1024,28.790878750000047,0.575817575000001
init_lstm_layers3_hidden2_keras_greedy_maxlen20,init_lstm_layers3_hidden2,,,,,,Captioning,,keras,greedy,,20,38,0.06910227510413736,0.2049037373438333,50,1024,,
init_lstm_layers3_hidden2_keras_beam3_maxlen20,init_lstm_layers3_hidden2,,,,,,Captioning,,keras,beam,3,20,38,0.06910227510413736,0.2049037373438333,50,1024,24.678295542000342,0.49356591084000684
init_lstm_layers3_hidden2_keras_beam5_maxlen20,init_lstm_layers3_hidden2,,,,,,Captioning,,keras,beam,5,20,38,0.06910227510413736,0.2049037373438333,50,1024,46.09870312500061,0.9219740625000122
init_lstm_layers3_hidden4_keras_greedy_maxlen20,init_lstm_layers3_hidden4,,,,,,Captioning,,keras,greedy,,20,38,0.06910227510413736,0.2049037373438333,50,1024,,
init_lstm_layers3_hidden4_keras_beam3_maxlen20,init_lstm_layers3_hidden4,,,,,,Captioning,,keras,beam,3,20,38,0.06910227510413736,0.2049037373438333,50,1024,22.245814042000347,0.44491628084000695
init_lstm_layers3_hidden4_keras_beam5_maxlen20,init_lstm_layers3_hidden4,,,,,,Captioning,,keras,beam,5,20,38,0.06910227510413736,0.2049037373438333,50,1024,25.47250562500085,0.509450112500017
lstm_layers1_hidden2_keras_greedy_maxlen20,lstm_layers1_hidden2,,,,,,Captioning,,keras,greedy,,20,38,0.0,0.0,50,1024,,
lstm_layers1_hidden2_keras_beam3_maxlen20,lstm_layers1_hidden2,,,,,,Captioning,,keras,beam,3,20,38,0.17852322237413587,0.06320551343506813,50,1024,,
lstm_layers1_hidden2_keras_beam5_maxlen20,lstm_layers1_hidden2,,,,,,Captioning,,keras,beam,5,20,38,0.10432886176216659,0.059060721564116826,50,1024,15.564632957999493,0.3112926591599898
lstm_layers1_hidden4_keras_greedy_maxlen20,lstm_layers1_hidden4,,,,,,Captioning,,keras,greedy,,20,38,0.06910227510413736,0.2049037373438333,50,1024,,
lstm_layers1_hidden4_keras_beam3_maxlen20,lstm_layers1_hidden4,,,,,,Captioning,,keras,beam,3,20,38,0.06910227510413736,0.2049037373438333,50,1024,,
lstm_layers1_hidden4_keras_beam5_maxlen20,lstm_layers1_hidden4,,,,,,Captioning,,keras,beam,5,20,38,0.06910227510413736,0.2049037373438333,50,1024,41.04766366600052,0.8209532733200103
lstm_layers2_hidden2_keras_greedy_maxlen20,lstm_layers2_hidden2,,,,,,Captioning,,keras,greedy,,20,38,0.06910227510413736,0.2049037373438333,50,1024,,
lstm_layers2_hidden2_keras_beam3_maxlen20,lstm_layers2_hidden2,,,,,,Captioning,,keras,beam,3,20,38,0.06910227510413736,0.2049037373438333,50,1024,,
lstm_layers2_hidden2_keras_beam5_maxlen20,lstm_layers2_hidden2,,,,,,Captioning,,keras,beam,5,20,38,0.06910227510413736,0.2049037373438333,50,1024,66.53004020899971,1.3306008041799942
lstm_layers2_hidden4_keras_greedy_maxlen20,lstm_layers2_hidden4,,,,,,Captioning,,keras,greedy,,20,38,0.06910227510413736,0.2049037373438333,50,1024,,
lstm_layers2_hidden4_keras_beam3_maxlen20,lstm_layers2_hidden4,,,,,,Captioning,,keras,beam,3,20,38,0.06910227510413736,0.2049037373438333,50,1024,,
lstm_layers2_hidden4_keras_beam5_maxlen20,lstm_layers2_hidden4,,,,,,Captioning,,keras,beam,5,20,38,0.06910227510413736,0.2049037373438333,50,1024,41.60000554199905,0.832000110839981
lstm_layers3_hidden2_keras_greedy_maxlen20,lstm_layers3_hidden2,,,,,,Captioning,,keras,greedy,,20,38,0.06687086367765385,0.14903373819330265,50,1024,,
lstm_layers3_hidden2_keras_beam3_maxlen20,lstm_layers3_hidden2,,,,,,Captioning,,keras,beam,3,20,38,0.06687086367765385,0.14903373819330265,50,1024,,
lstm_layers3_hidden2_keras_beam5_maxlen20,lstm_layers3_hidden2,,,,,,Captioning,,keras,beam,5,20,38,0.06687086367765385,0.14903373819330265,50,1024,95.42078733299968,1.9084157466599936
lstm_layers3_hidden4_keras_greedy_maxlen20,lstm_layers3_hidden4,,,,,,Captioning,,keras,greedy,,20,38,0.06910227510413736,0.2049037373438333,50,1024,,
lstm_layers3_hidden4_keras_beam3_maxlen20,lstm_layers3_hidden4,,,,,,Captioning,,keras,beam,3,20,38,0.06910227510413736,0.2049037373438333,50,1024,,
lstm_layers3_hidden4_keras_beam5_maxlen20,lstm_layers3_hidden4,,,,,,Captioning,,keras,beam,5,20,38,0.06910227510413736,0.2049037373438333,50,1024,62.97293695799999,1.2594587391599998
