epoch,accuracy,loss,val_accuracy,val_loss
0,0.39624154567718506,1.4131163358688354,0.4376336336135864,1.274435043334961
1,0.4961702823638916,1.1776539087295532,0.5716322064399719,1.0892444849014282
2,0.5514784455299377,1.0876611471176147,0.5887384414672852,1.0344432592391968
3,0.5782864093780518,1.0367748737335205,0.6069137454032898,1.0055291652679443
4,0.6041147112846375,0.985368549823761,0.6386315226554871,0.9376923441886902
