epoch,accuracy,loss,val_accuracy,val_loss
0,0.30406126379966736,1.654430866241455,0.3588738441467285,1.4836771488189697
1,0.38092270493507385,1.4602655172348022,0.4012829661369324,1.4236078262329102
2,0.40479159355163574,1.4139775037765503,0.4212402105331421,1.3810478448867798
3,0.42135733366012573,1.3788340091705322,0.4404846727848053,1.3418914079666138
4,0.4393480718135834,1.3421019315719604,0.45295795798301697,1.3019492626190186
