epoch,accuracy,loss,val_accuracy,val_loss
0,0.3405771255493164,1.5370687246322632,0.3799002170562744,1.40081787109375
1,0.4364980459213257,1.3328417539596558,0.4704205393791199,1.2524131536483765
2,0.5065016150474548,1.1979602575302124,0.5310049653053284,1.1451160907745361
3,0.544531524181366,1.1289633512496948,0.5673556923866272,1.0801897048950195
4,0.5559316277503967,1.0962762832641602,0.5826799869537354,1.0510036945343018
