model,backend,search,beam_width,max_caption_length,model_input_length,bleu4,meteor,num_predictions,batch_size,execution_time_seconds,seconds_per_image,predictions_path
init_rnn_layers3_hidden2,scratch,greedy,,38,38,0.0,0.0,1000,1024,,,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_rnn_layers3_hidden2_scratch_greedy_maxlen38.json
init_rnn_layers3_hidden4,keras,greedy,,10,38,0.0,0.0,1000,1024,,,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_rnn_layers3_hidden4_keras_greedy_maxlen10.json
init_rnn_layers3_hidden4,keras,greedy,,20,38,0.0,0.0,1000,1024,0.6797917500007316,0.0006797917500007316,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_rnn_layers3_hidden4_keras_greedy_maxlen20.json
init_rnn_layers3_hidden4,keras,greedy,,38,38,0.0,0.0,1000,1024,,,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_rnn_layers3_hidden4_keras_greedy_maxlen38.json
init_rnn_layers3_hidden4,scratch,greedy,,10,38,0.0,0.0,1000,1024,,,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_rnn_layers3_hidden4_scratch_greedy_maxlen10.json
init_rnn_layers3_hidden4,scratch,greedy,,20,38,0.0,0.0,1000,1024,,,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_rnn_layers3_hidden4_scratch_greedy_maxlen20.json
init_rnn_layers3_hidden4,scratch,greedy,,38,38,0.0,0.0,1000,1024,,,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_rnn_layers3_hidden4_scratch_greedy_maxlen38.json
init_lstm_layers1_hidden2,keras,greedy,,10,38,0.0,0.0,1000,1024,1.1097625830007019,0.0011097625830007018,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers1_hidden2_keras_greedy_maxlen10.json
init_lstm_layers1_hidden2,keras,greedy,,20,38,0.0,0.0,1000,1024,0.48509583299892256,0.00048509583299892256,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers1_hidden2_keras_greedy_maxlen20.json
init_lstm_layers1_hidden2,keras,greedy,,38,38,0.0,0.0,1000,1024,0.4821625000004133,0.00048216250000041326,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers1_hidden2_keras_greedy_maxlen38.json
init_lstm_layers1_hidden2,scratch,greedy,,10,38,0.0,0.0,1000,1024,2.152852333998453,0.0021528523339984533,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers1_hidden2_scratch_greedy_maxlen10.json
init_lstm_layers1_hidden2,scratch,greedy,,20,38,0.0,0.0,1000,1024,1.684829207999428,0.0016848292079994281,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers1_hidden2_scratch_greedy_maxlen20.json
init_lstm_layers1_hidden2,scratch,greedy,,38,38,0.0,0.0,1000,1024,2.082606042000407,0.002082606042000407,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers1_hidden2_scratch_greedy_maxlen38.json
init_lstm_layers1_hidden4,keras,greedy,,10,38,0.1405093265472343,0.22992152195524113,1000,1024,4.871958250001626,0.004871958250001626,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers1_hidden4_keras_greedy_maxlen10.json
init_lstm_layers1_hidden4,keras,greedy,,20,38,0.06951778408708645,0.20747352827199894,1000,1024,9.338448208000045,0.009338448208000045,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers1_hidden4_keras_greedy_maxlen20.json
init_lstm_layers1_hidden4,keras,greedy,,38,38,0.03628031388552893,0.1775665443019966,1000,1024,18.114169791000677,0.018114169791000678,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers1_hidden4_keras_greedy_maxlen38.json
init_lstm_layers1_hidden4,scratch,greedy,,10,38,0.1405093265472343,0.22992152195524113,1000,1024,16.80950904099882,0.01680950904099882,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers1_hidden4_scratch_greedy_maxlen10.json
init_lstm_layers1_hidden4,scratch,greedy,,20,38,0.06951778408708645,0.20747352827199894,1000,1024,31.562295250001625,0.03156229525000163,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers1_hidden4_scratch_greedy_maxlen20.json
init_lstm_layers1_hidden4,scratch,greedy,,38,38,0.03628031388552893,0.1775665443019966,1000,1024,62.874924874999124,0.06287492487499913,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers1_hidden4_scratch_greedy_maxlen38.json
init_lstm_layers2_hidden2,keras,greedy,,10,38,0.1405093265472343,0.22992152195524113,1000,1024,4.923690249999709,0.004923690249999709,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers2_hidden2_keras_greedy_maxlen10.json
init_lstm_layers2_hidden2,keras,greedy,,20,38,0.06951778408708645,0.20747352827199894,1000,1024,9.312806374999127,0.009312806374999127,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers2_hidden2_keras_greedy_maxlen20.json
init_lstm_layers2_hidden2,keras,greedy,,38,38,0.03628031388552893,0.1775665443019966,1000,1024,17.4046143329997,0.0174046143329997,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers2_hidden2_keras_greedy_maxlen38.json
init_lstm_layers2_hidden2,scratch,greedy,,10,38,0.1405093265472343,0.22992152195524113,1000,1024,15.982417082999746,0.015982417082999745,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers2_hidden2_scratch_greedy_maxlen10.json
init_lstm_layers2_hidden2,scratch,greedy,,20,38,0.06951778408708645,0.20747352827199894,1000,1024,30.644853124998917,0.030644853124998917,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers2_hidden2_scratch_greedy_maxlen20.json
init_lstm_layers2_hidden2,scratch,greedy,,38,38,0.03628031388552893,0.1775665443019966,1000,1024,58.470895124999515,0.05847089512499951,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers2_hidden2_scratch_greedy_maxlen38.json
init_lstm_layers2_hidden4,keras,greedy,,10,38,0.1405093265472343,0.22992152195524113,1000,1024,4.850774832999377,0.004850774832999377,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers2_hidden4_keras_greedy_maxlen10.json
init_lstm_layers2_hidden4,keras,greedy,,20,38,0.06951778408708645,0.20747352827199894,1000,1024,9.357875499999864,0.009357875499999864,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers2_hidden4_keras_greedy_maxlen20.json
init_lstm_layers2_hidden4,keras,greedy,,38,38,0.03628031388552893,0.1775665443019966,1000,1024,17.69269437500043,0.01769269437500043,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers2_hidden4_keras_greedy_maxlen38.json
init_lstm_layers2_hidden4,scratch,greedy,,10,38,0.1405093265472343,0.22992152195524113,1000,1024,15.645388791999721,0.015645388791999722,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers2_hidden4_scratch_greedy_maxlen10.json
init_lstm_layers2_hidden4,scratch,greedy,,20,38,0.06951778408708645,0.20747352827199894,1000,1024,30.713568957999087,0.030713568957999086,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers2_hidden4_scratch_greedy_maxlen20.json
init_lstm_layers2_hidden4,scratch,greedy,,38,38,0.03628031388552893,0.1775665443019966,1000,1024,58.12661266700161,0.05812661266700161,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers2_hidden4_scratch_greedy_maxlen38.json
init_lstm_layers3_hidden2,keras,greedy,,10,38,0.1405093265472343,0.22992152195524113,1000,1024,5.031864584001596,0.005031864584001596,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers3_hidden2_keras_greedy_maxlen10.json
init_lstm_layers3_hidden2,keras,greedy,,20,38,0.06951778408708645,0.20747352827199894,1000,1024,9.582424124999307,0.009582424124999307,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers3_hidden2_keras_greedy_maxlen20.json
init_lstm_layers3_hidden2,keras,greedy,,38,38,0.03628031388552893,0.1775665443019966,1000,1024,18.130154499998753,0.018130154499998753,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers3_hidden2_keras_greedy_maxlen38.json
init_lstm_layers3_hidden2,scratch,greedy,,10,38,0.1405093265472343,0.22992152195524113,1000,1024,17.11883837499954,0.017118838374999543,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers3_hidden2_scratch_greedy_maxlen10.json
init_lstm_layers3_hidden2,scratch,greedy,,20,38,0.06951778408708645,0.20747352827199894,1000,1024,34.516697166000085,0.03451669716600009,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers3_hidden2_scratch_greedy_maxlen20.json
init_lstm_layers3_hidden2,scratch,greedy,,38,38,0.03628031388552893,0.1775665443019966,1000,1024,51.82509158299945,0.05182509158299945,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers3_hidden2_scratch_greedy_maxlen38.json
init_lstm_layers3_hidden4,keras,greedy,,10,38,0.1405093265472343,0.22992152195524113,1000,1024,4.803204541000014,0.004803204541000014,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers3_hidden4_keras_greedy_maxlen10.json
init_lstm_layers3_hidden4,keras,greedy,,20,38,0.06951778408708645,0.20747352827199894,1000,1024,9.162144416000956,0.009162144416000956,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers3_hidden4_keras_greedy_maxlen20.json
init_lstm_layers3_hidden4,keras,greedy,,38,38,0.03628031388552893,0.1775665443019966,1000,1024,18.430129207999926,0.018430129207999926,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers3_hidden4_keras_greedy_maxlen38.json
init_lstm_layers3_hidden4,scratch,greedy,,10,38,0.1405093265472343,0.22992152195524113,1000,1024,15.58419858399975,0.01558419858399975,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers3_hidden4_scratch_greedy_maxlen10.json
init_lstm_layers3_hidden4,scratch,greedy,,20,38,0.06951778408708645,0.20747352827199894,1000,1024,30.487426083000173,0.030487426083000174,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers3_hidden4_scratch_greedy_maxlen20.json
init_lstm_layers3_hidden4,scratch,greedy,,38,38,0.03628031388552893,0.1775665443019966,1000,1024,58.887307000000874,0.058887307000000874,/Users/alvin/Documents/ITB/sem6/ML/ML-KPEZ/artifacts/predictions/captioning/init_lstm_layers3_hidden4_scratch_greedy_maxlen38.json
